,City,Make,Mileage,Model,Price,State,Vin,Year
0,Pacoima,Audi,73495.0,A62.0T,18988.0, CA,WAUCFBFC0DN133677,2013.0
1,Colorado Springs,Audi,36159.0,A42.0T,21699.0, CO,WAUFFAFL8EN005714,2014.0
2,Portsmouth,Audi,108658.0,A42dr,8499.0, VA,WAUAF48H39K000612,2009.0
3,Melbourne,Audi,2799.0,R82dr,95993.0, FL,WUASUAFG1BN003084,2011.0
4,Littleton,Audi,23770.0,Q73.0TDI,47950.0, CO,WA1LMAFE2FD027965,2015.0
5,Tucson,Audi,64951.0,Q5quattro,20980.0, AZ,WA1DKAFP0BA050135,2011.0
6,Miami,Audi,43870.0,S4quattro,28999.0, FL,WAUBGAFL4EA156892,2014.0
7,Evanston,Audi,9105.0,Q3quattro,31577.0, IL,WA1EFCFS7GR023452,2016.0
8,San Juan,Audi,6533.0,A7Competition,74900.0, TX,WAUW3BFCXHN009847,2017.0
9,N. Miami Beach,Audi,18699.0,A42.0T,19999.0, FL,WAUAFAFL7EA073066,2014.0
10,Sarasota,Audi,8648.0,A52.0T,30988.0, FL,WAULFAFRXEA073785,2014.0
11,South Easton,Audi,36044.0,A8,39890.0, MA,WAUR2AFD0EN011525,2014.0
12,Carrollton,Audi,81796.0,A42007,8995.0, TX,WAUBF48H97K020798,2007.0
13,Raleigh,Audi,129393.0,A44dr,6395.0, NC,WAUDF78E38A019668,2008.0
14,San Antonio,Audi,51335.0,A3Sedan,18949.0, TX,WAUCCGFF4F1074529,2015.0
15,Broomfield,Audi,54632.0,S4quattro,39000.0, CO,WAUBGAFL8FA130040,2015.0
16,Morganton,Audi,26556.0,Q52.0T,32000.0, NC,WA1LFAFP1FA037349,2015.0
17,Long Island City,Audi,26247.0,A62.0T,37995.0, NY,WAUGFAFC0GN020067,2016.0
18,Hillsboro,Audi,70803.0,A34dr,14999.0, OR,WAUBEAFM1CA106477,2012.0
19,Doral,Audi,61304.0,SQ5quattro,32895.0, FL,WA1CGAFP9EA078288,2014.0
20,Lehi,Audi,9126.0,A63.0T,50995.0, UT,WAUF2AFC9HN063749,2017.0
21,Columbus,Audi,64521.0,RS,41000.0, OH,WUAC6AFR6DA900718,2013.0
22,N. Miami Beach,Audi,35537.0,A62.0T,24991.0, FL,WAUDFAFC3DN132652,2013.0
23,West Bridgewater,Audi,76204.0,A34dr,8995.0, MA,WAUNF78P28A048469,2008.0
24,Clearwater,Audi,51010.0,A64dr,18499.0, FL,WAUKGAFB2BN006405,2011.0
25,Sacramento,Audi,99000.0,A64dr,14995.0, CA,WAUFGAFB4AN046338,2010.0
26,Englewood,Audi,68381.0,TTS2dr,20986.0, CO,TRUWF38J591025061,2009.0
27,Manheim,Audi,9947.0,A4Premium,37991.0, PA,WAUENAF42HN010306,2017.0
28,Salisbury,Audi,53571.0,A52.0T,24972.0, NC,WAUCFAFH5EN014742,2014.0
29,Philadelphia,Audi,30125.0,A52.0T,28480.0, PA,WAULFAFR1EA031957,2014.0
30,Lakewood,Audi,51692.0,A73.0T,34492.0, CO,WAUYGAFC9DN073038,2013.0
31,West Caldwell,Audi,32017.0,A44dr,17995.0, NJ,WAUFFAFL8CA113416,2012.0
32,Kearny,Audi,82237.0,A64dr,19900.0, NJ,WAUGGAFC9CN148671,2012.0
33,Seattle,Audi,31596.0,A52.0T,30993.0, WA,WAUMFAFR3FA051665,2015.0
34,Indianapolis,Audi,15511.0,A83.0T,47990.0, IN,WAUJGAFD3FN008926,2015.0
35,Miami,Audi,31114.0,A3Sedan,16999.0, FL,WAUACGFF0F1032964,2015.0
36,Southern Pines,Audi,17279.0,A52.0T,42977.0, NC,WAUM2AFH8GN004175,2016.0
37,Atlanta,Audi,7500.0,Q52.0,39500.0, GA,WA1C2AFP8HA073781,2017.0
38,North Hollywood,Audi,93939.0,TT2dr,11888.0, CA,TRUAF38J481040322,2008.0
39,Coral Springs,Audi,24305.0,S3quattro,39485.0, FL,WAUF1GFF7G1052576,2016.0
40,Westborough,Audi,35890.0,A42.0T,22995.0, MA,WAUBFAFL6FN012080,2015.0
41,Philadelphia,Audi,27936.0,A62.0T,28980.0, PA,WAUGFAFCXEN155151,2014.0
42,Shrewsbury,Audi,180123.0,A84dr,4995.0, MA,WAUFL54D9YN008735,2000.0
43,Englewood,Audi,39438.0,SQ5quattro,39988.0, CO,WA1VGAFP2EA040555,2014.0
44,Evansville,Audi,55168.0,A52.0T,24463.0, IN,WAUWFAFR6EA009417,2014.0
45,Norwood,Audi,46733.0,S3Premium,20487.0, MA,WAUBFGFF7F1006132,2015.0
46,Highland Park,Audi,26909.0,S4quattro,39987.0, IL,WAUBGAFL2GA009828,2016.0
47,North Reading,Audi,91079.0,A44dr,11750.0, MA,WAUSF78K59N041453,2009.0
48,Morton Grove,Audi,41532.0,Q73.0T,37506.0, IL,WA1LGAFE6FD011324,2015.0
49,Omaha,Audi,47216.0,Q53.0T,39900.0, NE,WA1WGAFP3FA058889,2015.0
50,Seattle,Audi,8045.0,A4Premium,40991.0, WA,WAUENAF41HN040736,2017.0
51,Carrollton,Audi,38492.0,A44dr,15888.0, TX,WAUEFAFL1BN009871,2011.0
52,Shrewsbury,Audi,70086.0,S84dr,15995.0, MA,WAUGU54D41N008228,2001.0
53,Frederick,Audi,45286.0,Q3quattro,26800.0, MD,WA1EFCFS9FR013469,2015.0
54,Las Vegas,Audi,108365.0,A44dr,9398.0, NV,WAUEFAFL8AN019621,2010.0
55,Salt Lake City,Audi,128556.0,TT2dr,5300.0, UT,TRUWT28N421008571,2002.0
56,Clearwater,Audi,11500.0,A8,52983.0, FL,WAU44AFD2HN012927,2017.0
57,Downers Grove,Audi,38399.0,A52.0T,24470.0, IL,WAULFAFR8EA008773,2014.0
58,Roswell,Audi,60303.0,Q5quattro,20644.0, GA,WA1DKAFP7CA134468,2012.0
59,Puyallup,Audi,158455.0,A42007.5,6999.0, WA,WAUDF78E07A033462,2007.0
60,Clearwater,Audi,18500.0,Q73.0T,41169.0, FL,WA1LGAFE9FD024620,2015.0
61,Hollywood,Audi,95719.0,A44dr,9667.0, FL,WAUAFAFL7AN012268,2010.0
62,Westborough,Audi,39154.0,A62.0T,24500.0, MA,WAUGFAFC0EN040476,2014.0
63,Prattville,Audi,19197.0,Q3quattro,27200.0, AL,WA1EFCFS7FR008321,2015.0
64,Jacksonville,Audi,44669.0,A52dr,16998.0, FL,WAUJFAFH1AN013086,2010.0
65,Seattle,Audi,77003.0,A52dr,15500.0, WA,WAUCFAFR4AA023958,2010.0
66,Charlotte,Audi,33523.0,A3Sedan,17600.0, NC,WAUACGFF0F1065950,2015.0
67,Omaha,Audi,25340.0,A62.0T,26995.0, NE,WAUFFAFC2EN061311,2014.0
68,West Islip,Audi,57881.0,A44dr,13798.0, NY,WAUFFAFL6BN056382,2011.0
69,West Palm Beach,Audi,32083.0,A42.0T,17999.0, FL,WAUBFAFL2EN037993,2014.0
70,Fishers,Audi,48550.0,A62.0T,24931.0, IN,WAUGFAFC1DN138110,2013.0
71,Fairfax,Audi,73043.0,Q5quattro,20997.0, VA,WA1WKAFP7BA006464,2011.0
72,Winston Salem,Audi,14816.0,Q52.0T,30245.0, NC,WA1LFAFP6EA090465,2014.0
73,Bellevue,Audi,33907.0,Q5quattro,23245.0, WA,WA1LFAFP2CA001102,2012.0
74,Livonia,Audi,79900.0,A44dr,11200.0, MI,WAULF78K39N064847,2009.0
75,West Palm Beach,Audi,39900.0,A62.0T,24999.0, FL,WAUGFAFC5FN007751,2015.0
76,Mooresville,Audi,13546.0,Q5quattro,37950.0, NC,WA1L2AFP8GA097898,2016.0
77,Plano,Audi,5833.0,A62.0T,39490.0, TX,WAUC8AFC6HN060390,2017.0
78,Springfield Gardens,Audi,80859.0,A52dr,18999.0, NY,WAUVFAFR9CA005158,2012.0
79,Palm Springs,Audi,33570.0,A42.0T,29000.0, CA,WAUFFAFL6GN002152,2016.0
80,Rockwall,Audi,40524.0,Q73.0TDI,41900.0, TX,WA1LMAFE9FD008068,2015.0
81,Duluth,Audi,104696.0,A64dr,9200.0, GA,WAUDH74FX8N150680,2008.0
82,San Francisco,Audi,13253.0,S4quattro,37000.0, CA,WAUDGAFLXEA103638,2014.0
83,San Antonio,Audi,47419.0,A52.0T,23495.0, TX,WAULFAFRXDA031681,2013.0
84,Fort Myers,Audi,32152.0,A62.0T,28995.0, FL,WAUGFAFC5EN154201,2014.0
85,Bedford,Audi,93444.0,A63.0T,18457.0, OH,WAUGGAFC2DN031435,2013.0
86,Englewood,Audi,64083.0,A64dr,21090.0, CO,WAUGGAFC5CN120656,2012.0
87,Midlothian,Audi,73676.0,A63.0T,29705.0, VA,WAUHGAFC8EN103583,2014.0
88,Warren,Audi,34248.0,A62.0T,30900.0, MI,WAUGFAFC8FN011518,2015.0
89,Marietta,Audi,73354.0,A62.0T,20495.0, GA,WAUGFAFC8DN055564,2013.0
90,Akron,Audi,44942.0,A62.0T,23993.0, OH,WAUGFAFC1EN163378,2014.0
91,Las Vegas,Audi,35100.0,A62.0T,24642.0, NV,WAUDFAFC4EN020928,2014.0
92,Sudbury,Audi,62962.0,A42.0T,17498.0, MA,WAUFFAFLXDA144958,2013.0
93,Hayward,Audi,58126.0,Q5quattro,18995.0, CA,WA1CFAFP9CA073270,2012.0
94,Springfield,Audi,25925.0,S3quattro,34808.0, VA,WAUB1GFF9G1083780,2016.0
95,Torrance,Audi,31031.0,Q52.0T,29999.0, CA,WA1CFAFP6FA115768,2015.0
96,Portland,Audi,60729.0,S52dr,26990.0, OR,WAUCVAFR9BA059262,2011.0
97,Plano,Audi,24692.0,A63.0T,41914.0, TX,WAUFGAFC7GN016686,2016.0
98,Arlington,Audi,9678.0,A63.0T,46749.0, VA,WAUFGAFC8GN017605,2016.0
99,Spokane Valley,Audi,37771.0,S4quattro,32981.0, WA,WAUBGAFL7EA107220,2014.0
100,Dallas,Audi,12669.0,A63.0T,48995.0, TX,WAUF2AFC5HN018999,2017.0
101,Warrenville,Audi,48366.0,A44dr,20800.0, IL,WAUWFAFL8CA035039,2012.0
102,Pacoima,Audi,119734.0,Q7quattro,11999.0, CA,WA1BY74L88D045992,2008.0
103,Cape Girardeau,Audi,13090.0,Q3quattro,33999.0, MO,WA1ECCFS1HR013803,2017.0
104,Memphis,Audi,161158.0,A44dr,6487.0, TN,WAULT68E22A219009,2002.0
105,Oakland Park,Audi,53762.0,Q5quattro,17900.0, FL,WA1CFAFP4CA139742,2012.0
106,Chantilly,Audi,67056.0,A8,17990.0, VA,WAUMV94E48N013715,2008.0
107,Vienna,Audi,49628.0,S4quattro,27914.0, VA,WAUBGAFL0DA101967,2013.0
108,Clearwater,Audi,114413.0,A64dr,7829.0, FL,WAUAH74F57N053761,2007.0
109,Flemington,Audi,278.0,R8,165990.0, NJ,WUAEAAFX2H7903026,2017.0
110,Mount Prospect,Audi,1511.0,A4Premium,39997.0, IL,WAULNAF49HN044735,2017.0
111,Teterboro,Audi,33635.0,S5Cabriolet,35995.0, NJ,WAUVGAFH4DN016874,2013.0
112,Coral Springs,Audi,35263.0,A42.0T,21300.0, FL,WAUAFAFL6EN017533,2014.0
113,Arlington,Audi,9120.0,A52.0T,33158.0, VA,WAUD2AFR9GA002340,2016.0
114,Layton,Audi,125992.0,A44dr,10660.0, UT,WAUBFAFL9BN051532,2011.0
115,Salsibury,Audi,26551.0,A3Sedan,23623.0, MD,WAUBFGFF3F1053092,2015.0
116,Southampton,Audi,50225.0,A8,28995.0, NJ,WAURVAFD9BN024759,2011.0
117,Marrieta,Audi,11460.0,R82dr,90999.0, GA,WUAENAFG6CN002668,2012.0
118,Ceres,Audi,78100.0,A52dr,14999.0, CA,WAUCFAFRXBA006583,2011.0
119,Doral,Audi,10980.0,A52.0T,27295.0, FL,WAUMFAFR7FA038210,2015.0
120,Yakima,Audi,29821.0,A52.0T,25649.0, WA,WAUCFAFR4EA053709,2014.0
121,Southampton,Audi,79203.0,allroad2.0T,19995.0, NJ,WA19FAFL4DA114199,2013.0
122,Souderton,Audi,77142.0,A42dr,11695.0, PA,WAUDF48H69K009737,2009.0
123,Valencia,Audi,11530.0,A42.0T,26995.0, CA,WAUBFAFL4GN008711,2016.0
124,Littleton,Audi,35706.0,A42.0T,26950.0, CO,WAUFFAFLXEA127157,2014.0
125,Glendale,Audi,33530.0,A3Sedan,21895.0, CA,WAUA7GFF4G1055203,2016.0
126,Stuart,Audi,37355.0,Q53.0T,30783.0, FL,WA1DGAFP7EA067925,2014.0
127,Orlando,Audi,31746.0,A52.0T,21888.0, FL,WAUCFAFR6EA023143,2014.0
128,Colorado Springs,Audi,64308.0,Q52.0T,21987.0, CO,WA1CFAFP4DA090527,2013.0
129,Marietta,Audi,42953.0,TTRoadster,23990.0, GA,TRUSFAFK7D1009418,2013.0
130,Riverside,Audi,39204.0,allroad2.0T,26591.0, CA,WA1TFAFL8EA151439,2014.0
131,Buford,Audi,23766.0,A52.0T,29230.0, GA,WAUMFAFR6FA018532,2015.0
132,Lawrenceville,Audi,135450.0,A42005,4250.0, GA,WAUJC68E75A114865,2005.0
133,Houston,Audi,21242.0,A42.0T,25998.0, TX,WAUAFAFL5GA012804,2016.0
134,Creve Coeur,Audi,28771.0,S4quattro,37988.0, MO,WAUBGAFL9FA112517,2015.0
135,Oak Lawn,Audi,53014.0,A74dr,30900.0, IL,WAUSGAFC5CN008000,2012.0
136,Anaheim,Audi,25062.0,A3Sedan,22888.0, CA,WAUCCGFF5F1017062,2015.0
137,East Meadow,Audi,73187.0,Q5quattro,17850.0, NY,WA1LFAFP1CA016187,2012.0
138,Marietta,Audi,13977.0,Q3quattro,31285.0, GA,WA1ECCFS9HR003827,2017.0
139,Newport Beach,Audi,34698.0,A3Sedan,18497.0, CA,WAUACGFF8F1003857,2015.0
140,Wilmington,Audi,61077.0,Q52.0T,23995.0, NC,WA1CFBFP4EA053064,2014.0
141,Wilmington,Audi,6153.0,A62.0T,44001.0, DE,WAUF8AFC5HN048759,2017.0
142,Littleton,Audi,17596.0,A63.0T,34750.0, CO,WAUFGAFC5EN129517,2014.0
143,Pembroke Pines,Audi,7613.0,Q52.0,34000.0, FL,WA1C2AFP4HA059120,2017.0
144,Wantagh,Audi,40081.0,A42dr,13995.0, NY,WAUDF48H78K002259,2008.0
145,Mechanicsburg,Audi,8388.0,S3Premium,38999.0, PA,WAUBFGFF2F1130373,2015.0
146,Waite Park,Audi,119632.0,Q7quattro,13795.0, MN,WA1BV94L58D048479,2008.0
147,Gautier,Audi,21523.0,A42.0T,29967.0, MS,WAUBFAFL5GN015943,2016.0
148,Lauderdale Lakes,Audi,25406.0,A52.0T,21988.0, FL,WAUCFAFR1EA024183,2014.0
149,Yutan,Audi,39420.0,Q73.0TDI,43998.0, NE,WA1LMAFE6FD019979,2015.0
150,Selma,Audi,33373.0,S5Cabriolet,45995.0, TX,WAUCGAFH7FN000825,2015.0
151,Las Vegas,Audi,29573.0,A62.0T,29573.0, NV,WAUCFAFC0EN083200,2014.0
152,Leesburg,Audi,30894.0,Q3quattro,26998.0, FL,WA1EFCFS8FR000907,2015.0
153,Aurora,Audi,167020.0,allroad5dr,5512.0, CO,WA1YD64B12N046071,2002.0
154,Chattanooga,Audi,72227.0,A42.0T,17995.0, TN,WAUEFAFL0FN035903,2015.0
155,Duluth,Audi,18299.0,A8,44995.0, GA,WAUR2AFDXDN024426,2013.0
156,Westborough,Audi,40078.0,A52.0T,23995.0, MA,WAUCFAFR2EA046161,2014.0
157,Brockton,Audi,57635.0,A62.0T,26903.0, MA,WAUGFAFC0FN033044,2015.0
158,Martinez,Audi,42293.0,A63.0T,31999.0, CA,WAUFGAFC7EN094883,2014.0
159,Pelham,Audi,14110.0,S5Coupe,51997.0, AL,WAUV4AFR3GA052536,2016.0
160,Raleigh,Audi,103338.0,A44dr,7998.0, NC,WAUDF78E28A061622,2008.0
161,Burbank,Audi,61257.0,A42.0T,20495.0, IL,WAUBFAFL9FN015975,2015.0
162,Bethlehem,Audi,26231.0,A3Sedan,22995.0, PA,WAUB8GFF0G1007053,2016.0
163,Marietta,Audi,67151.0,A84dr,26990.0, GA,WAUAVAFD5CN006063,2012.0
164,N. Miami Beach,Audi,10847.0,allroad2.0T,35999.0, FL,WA1UFAFLXEA047779,2014.0
165,San Francisco,Audi,3939.0,A4Premium,35000.0, CA,WAUGNAF44HN020280,2017.0
166,Philadelphia,Audi,33084.0,S6quattro,47780.0, PA,WAUF2AFC7EN037453,2014.0
167,Evanston,Audi,103288.0,A44dr,10577.0, IL,WAULF78K99N059832,2009.0
168,Garland,Audi,105921.0,Q5quattro,13988.0, TX,WA1LFAFP4BA110742,2011.0
169,Woodbridge,Audi,69000.0,A44dr,13996.0, VA,WAUBFAFL6BN007892,2011.0
170,Austin,Audi,7889.0,Q3quattro,35995.0, TX,WA1ECCFS6HR004692,2017.0
171,Jamaica,Audi,73900.0,A44dr,12995.0, NY,WAUBFAFL9BN047528,2011.0
172,Littleton,Audi,4750.0,A62.0T,40850.0, CO,WAUGFAFC8GN121924,2016.0
173,Dumfries,Audi,33279.0,A52.0T,28900.0, VA,WAUMFAFH3FN002384,2015.0
174,Ephrata,Audi,41332.0,A3Sedan,20950.0, PA,WAUBFGFFXF1046852,2015.0
175,Fort Worth,Audi,23932.0,S5Coupe,44998.0, TX,WAUC4AFR2GA028557,2016.0
176,Raleigh,Audi,28307.0,A3Sedan,22000.0, NC,WAUBFGFF2F1096421,2015.0
177,Paterson,Audi,75075.0,A52.0T,19900.0, NJ,WAULFAFR3DA016049,2013.0
178,Frederick,Audi,52320.0,A63.0T,26299.0, CO,WAUHGBFC1DN015849,2013.0
179,Marietta,Audi,93598.0,A84dr,24903.0, GA,WAUAVAFD0CN013311,2012.0
180,Marietta,Audi,51935.0,A73.0T,38500.0, GA,WAU2GAFC0EN073100,2014.0
181,Baltimore,Audi,26795.0,Q73.0T,36000.0, MD,WA1LGAFE6ED012553,2014.0
182,Indianapolis,Audi,16961.0,S8Sedan,82990.0, IN,WAUJSAFD0GN006857,2016.0
183,Corry,Audi,121800.0,A64dr,2800.0, PA,WAULT64B72N105284,2002.0
184,Tampa,Audi,66603.0,Q5quattro,18991.0, FL,WA1CFAFP2CA098611,2012.0
185,Dallas,Audi,54585.0,S6quattro,42991.0, TX,WAUF2AFC4EN012509,2014.0
186,North Brunswick,Audi,53065.0,A3Sedan,19697.0, NJ,WAUEFGFF1F1045117,2015.0
187,Austin,Audi,28369.0,RS,89995.0, TX,WUAW2AFC7FN901067,2015.0
188,Pensacola,Audi,134599.0,A44dr,4081.0, FL,WAULC58E43A275545,2003.0
189,Conway,Audi,38212.0,Q73.0T,43999.0, AR,WA1DGAFE2DD012570,2013.0
190,Pembroke Pines,Audi,46410.0,Q5quattro,22951.0, FL,WA1DKAFP2CA096034,2012.0
191,Westborough,Audi,34351.0,A42.0T,27500.0, MA,WAUFFAFL2FN010926,2015.0
192,Tucson,Audi,115457.0,A64dr,5495.0, AZ,WAULD64B73N026423,2003.0
193,Atlanta,Audi,86395.0,A52.0T,15985.0, GA,WAUCFAFR1DA001954,2013.0
194,Rocklin,Audi,41368.0,A62.0T,29455.0, CA,WAUGFAFC2EN032301,2014.0
195,Midlothian,Audi,47729.0,A52.0T,21995.0, VA,WAUCFAFR0DA052183,2013.0
196,Louisville,Audi,26859.0,A3Sedan,20750.0, KY,WAUACGFF9F1010770,2015.0
197,Oakland,Audi,63197.0,A52dr,17991.0, CA,WAURFAFR6BA032575,2011.0
198,Spicewood,Audi,12950.0,R82dr,101899.0, TX,WUAVNAFG6CN001472,2012.0
199,N. Miami Beach,Audi,19076.0,Q52.0T,28599.0, FL,WA1CFAFP3FA139137,2015.0
200,N. Miami Beach,Audi,44319.0,allroad2.0T,20999.0, FL,WA1TFAFL3EA029801,2014.0
201,VIRGINIA BEACH,Audi,16586.0,Q52.0T,29986.0, VA,WA1LFAFPXDA064983,2013.0
202,Hillside,Audi,24072.0,A3Sedan,20877.0, NJ,WAUBFGFF6F1004422,2015.0
203,Belleville,Audi,39055.0,Q73.0T,37317.0, WI,WA1DGAFEXED003729,2014.0
204,Bluffton,Audi,38005.0,A42.0T,25988.0, SC,WAUFFAFL5EN033146,2014.0
205,Easton,Audi,51694.0,Q3quattro,26881.0, PA,WA1GFCFS8FR009308,2015.0
206,Oklahoma City,Audi,28224.0,Q73.0T,44985.0, OK,WA1DGAFE9FD030485,2015.0
207,Bethesda,Audi,4188.0,A4Premium,36220.0, MD,WAUANAF40HN052861,2017.0
208,Manalapan,Audi,50910.0,A42.0T,17000.0, NJ,WAUFFAFL9DN028790,2013.0
209,West Palm Beach,Audi,40320.0,A52.0T,20999.0, FL,WAUCFAFRXEA003879,2014.0
210,Eden Prairie,Audi,79444.0,A44dr,13433.0, MN,WAUFFAFL1AN013941,2010.0
211,Greenacres,Audi,29244.0,A73.0T,36699.0, FL,WAU2GAFC3DN011060,2013.0
212,Baton Rouge,Audi,8542.0,A4ultra,32500.0, LA,WAUGMAF47HN045953,2017.0
213,Ansonia,Audi,77129.0,Q7quattro,13990.0, CT,WA1BV74L57D052258,2007.0
214,N. Miami Beach,Audi,33017.0,A52.0T,32291.0, FL,WAUCFAFH0FN002340,2015.0
215,Danbury,Audi,80765.0,A44dr,9991.0, CT,WAUDFAFL1AN031282,2010.0
216,Warrenton,Audi,38350.0,A63.0T,31999.0, VA,WAUFGAFC6FN004303,2015.0
217,Des Plaines,Audi,93654.0,A74dr,26855.0, IL,WAUSGAFC6CN002349,2012.0
218,West Palm Beach,Audi,11114.0,A4ultra,26999.0, FL,WAUGMAF49HA076788,2017.0
219,Hickory,Audi,24390.0,Q5quattro,32985.0, NC,WA1C2AFP6GA130722,2016.0
220,Highland Park,Audi,7576.0,A4Premium,36430.0, IL,WAUANAF43HN021829,2017.0
221,Willoughby,Audi,54474.0,Q52.0T,23300.0, OH,WA1LFAFP7DA069719,2013.0
222,Westlake,Audi,42985.0,A42.0T,21995.0, OH,WAUFFAFL8EN028720,2014.0
223,Streamwood,Audi,81776.0,A64dr,10195.0, IL,WAUDG74F56N033105,2006.0
224,Barrington,Audi,72251.0,A74dr,26500.0, IL,WAU2GAFC1CN139344,2012.0
225,El Paso,Audi,26890.0,A42.0T,23498.0, TX,WAUEFAFL7EN025660,2014.0
226,Las Vegas,Audi,94693.0,A52dr,15999.0, NV,WAULFAFH3CN000609,2012.0
227,Sioux Falls,Audi,31111.0,A4Premium,36995.0, SD,WAUENAF49HN001554,2017.0
228,Ramsey,Audi,37735.0,A52dr,23500.0, NJ,WAULFAFH2CN000214,2012.0
229,Bakersfield,Audi,6660.0,A42.0T,30995.0, CA,WAUAFAFL8GA002803,2016.0
230,Cherry Hill,Audi,15940.0,A42.0T,33455.0, NJ,WAUFFAFL8GN006364,2016.0
231,Houston,Audi,31098.0,A62.0T,25980.0, TX,WAUDFAFC6DN094012,2013.0
232,Boise,Audi,26312.0,S6quattro,45999.0, ID,WAUF2AFC5EN016276,2014.0
233,Ocala,Audi,29415.0,A52.0T,29566.0, FL,WAUMFAFR3FA031903,2015.0
234,Jacksonville,Audi,65188.0,Q52.0T,19995.0, FL,WA1CFAFP9DA018934,2013.0
235,Malden,Audi,114056.0,Q5quattro,12999.0, MA,WA1CKAFP3AA034280,2010.0
236,Fort Myers,Audi,15627.0,Q52.0T,30995.0, FL,WA1CFAFP2FA087189,2015.0
237,Portland,Audi,11625.0,Q52.0,39900.0, OR,WA1C2AFP6HA086805,2017.0
238,Cherry Hill,Audi,9253.0,A4Premium,34455.0, NJ,WAUANAF41HN008268,2017.0
239,Aurora,Audi,28113.0,A42.0T,25635.0, CO,WAUFFAFL2EN028292,2014.0
240,Buford,Audi,33699.0,A52.0T,20930.0, GA,WAUCFAFR3DA055742,2013.0
241,Cherry Hill,Audi,53819.0,A42.0T,23995.0, NJ,WAUBFAFL4GN017120,2016.0
242,Devon,Audi,34206.0,A42.0T,21581.0, PA,WAUBFAFL0EN040200,2014.0
243,Tukwila,Audi,48729.0,A42.0T,21488.0, WA,WAUBFAFLXEN036154,2014.0
244,Portland,Audi,3209.0,A3Sedan,32000.0, OR,WAUHJGFF0F1027994,2015.0
245,Springfield,Audi,17249.0,A3Sedan,24400.0, VA,WAUEFGFF6F1120409,2015.0
246,Riverside,Audi,27906.0,A3Sedan,20283.0, CA,WAUACGFF2F1002316,2015.0
247,Chicago,Audi,6321.0,A62.0T,46888.0, IL,WAUG8AFCXHN088209,2017.0
248,Tinley Park,Audi,16745.0,Q3quattro,30750.0, IL,WA1ECCFS1HR002641,2017.0
249,Sarasota,Audi,23128.0,Q52.0T,27977.0, FL,WA1LFAFP7DA064844,2013.0
250,Palo Alto,Audi,24975.0,Q52.0T,33599.0, CA,WA1LFAFP5FA085940,2015.0
251,Woodbridge,Audi,38960.0,A3Sedan,17974.0, VA,WAUACGFF7F1009665,2015.0
252,Watertown,Audi,113384.0,A44dr,10995.0, CT,WAUWFAFL4AA079004,2010.0
253,Pembroke Pines,Audi,57977.0,Q5quattro,18824.0, FL,WA1CFAFP4CA113738,2012.0
254,Littleton,Audi,4746.0,A62.0T,43950.0, CO,WAUG8AFC4HN015773,2017.0
255,Grapevine,Audi,28731.0,S5Coupe,39691.0, TX,WAUCGAFR1FA017958,2015.0
256,MONTCLAIR,Audi,49189.0,A52.0T,21500.0, CA,WAULFAFR0DA076628,2013.0
257,Naples,Audi,32790.0,Q7quattro,29920.0, FL,WA1DGAFE6CD008746,2012.0
258,Morton Grove,Audi,25439.0,A63.0T,37989.0, IL,WAUHGAFCXEN063457,2014.0
259,Golden Valley,Audi,27848.0,Q73.0T,36711.0, MN,WA1CGAFE7FD022137,2015.0
260,Loves Park,Audi,94148.0,A64dr,15998.0, IL,WAUFGAFB0BN043745,2011.0
261,Tiverton,Audi,35994.0,Q52.0T,31900.0, RI,WA1LFAFP8FA072938,2015.0
262,Santa Clara,Audi,140588.0,A42007,4963.0, CA,WAUAF78E87A089748,2007.0
263,Manassas,Audi,65896.0,A62.0T,19995.0, VA,WAUCFAFC7DN031268,2013.0
264,Woodbridge,Audi,80000.0,S44dr,18966.0, VA,WAUBGAFL9AA111022,2010.0
265,Bellevue,Audi,64324.0,S64dr,18998.0, WA,WAUDN94F08N019827,2008.0
266,Warren,Audi,74752.0,A8,29800.0, PA,WAURGAFD1DN004891,2013.0
267,North Hollywood,Audi,133246.0,Q5quattro,11985.0, CA,WA1LKAFP6AA064969,2010.0
268,Naples,Audi,6891.0,Q73.0T,65378.0, FL,WA1VAAF78HD044484,2017.0
269,Philadelphia,Audi,35514.0,SQ5quattro,38980.0, PA,WA1CGAFP0EA053893,2014.0
270,Cherry Hill,Audi,35926.0,A52.0T,25955.0, NJ,WAURFAFR0EA074115,2014.0
271,Hillsboro,Audi,27553.0,A42.0T,22159.0, OR,WAUAFAFL4FN006502,2015.0
272,Seattle,Audi,19588.0,A3Sedan,24700.0, WA,WAUB8GFF1G1049182,2016.0
273,Englewood,Audi,12947.0,allroad2.0T,30173.0, CO,WA1UFAFL5EA071035,2014.0
274,Waterloo,Audi,77913.0,A34dr,8076.0, NY,WAUNF78P76A061697,2006.0
275,Bethlehem,Audi,29052.0,A52.0T,19995.0, PA,WAUCFAFR2EA067155,2014.0
276,Pelham,Audi,34416.0,A52.0T,27994.0, AL,WAUCFAFH7FN000701,2015.0
277,Akron,Audi,43217.0,A62.0T,22393.0, OH,WAUGFAFC0EN119968,2014.0
278,Westford,Audi,20892.0,A8,53273.0, MA,WAU32AFD1FN041298,2015.0
279,Akron,Audi,59684.0,A44dr,11977.0, OH,WAUAFAFL3AN023588,2010.0
280,Stuart,Audi,7623.0,Q3quattro,31491.0, FL,WA1EFCFS3GR004672,2016.0
