Price,Year,Mileage,City,State,Vin,Make,Model
21998,2007,82632,Kirkland, WA,WBSNB93587CX07408,BMW,5
8995,2009,82574,Orlando, FL,WBAPH77599NM29541,BMW,3
9995,2008,82511,Houston, TX,WBAVS13578FX16705,BMW,3
15298,2011,82215,Atlanta, GA,WBAUU3C59BA541394,BMW,3
10394,2010,82197,Cocoa, FL,WBAPH7G54ANM52620,BMW,3
16937,2011,82195,Houston, TX,5UXWX5C56BL710269,BMW,X3AWD
27839,2014,81292,Lynn, MA,5UXKR0C5XE0H25202,BMW,X5xDrive35i
16495,2011,81286,Scottsdale, AZ,WBADW3C51BE538380,BMW,3
23577,2007,80203,Naperville, IL,WBSNB93557CX06880,BMW,5
21995,2012,79943,Lakewood, NJ,WBAKC6C50CC396523,BMW,7
11900,2008,79919,Virginia Beach, VA,WBANW13538CZ83071,BMW,5
17995,2011,79800,Austin, TX,WBAPN7C56BA950356,BMW,3
31255,2014,78630,Bedford, OH,WBAYF8C53ED142329,BMW,7
18900,2011,78523,Bluffton, SC,WBAFR7C56BC805385,BMW,5
9970,2009,78516,Marietta, GA,WBANV135X9C153840,BMW,5
12988,2008,78354,Fayetteville, NC,WBAVD53528A285477,BMW,3
11589,2010,78266,Houston, TX,WBAPH7G52ANM52485,BMW,3
31991,2013,78233,Kansas City, MO,WBAFU9C59DDY70772,BMW,5
16997,2011,78053,Westminster, CA,WBAFR7C59BC606086,BMW,5
18363,2011,78046,Avenel, NJ,WBADX7C50BE581130,BMW,3
8990,2006,77769,Raleigh, NC,WBAVB13516PT12418,BMW,3
20043,2006,77515,Dallas, TX,5UMBT93596LE89998,BMW,Z4Z4
21995,2012,77196,Hayward, CA,5UXZV4C55CL753449,BMW,X5AWD
27000,2015,77039,Rockford, IL,5UXWX7C52F0K32256,BMW,X3xDrive35i
12537,2003,76415,Seymour, IN,WBSBR93453PK01821,BMW,3
24990,2008,76121,Canton, MA,5UMBT93538LY53865,BMW,Z42dr
24991,2014,76116,Dallas, TX,WBA5B1C5XED478551,BMW,5
9995,2006,75957,Baton Rouge, LA,WBAVB13596PT03031,BMW,3
13995,2005,75858,Chicago, IL,WBAEH73415B192222,BMW,6
13799,2008,75728,Lawndale, CA,5UXFE43558L022496,BMW,X5AWD
8990,2011,75184,Miami, FL,WBAPK5C50BA659977,BMW,3
16989,2011,75170,Conroe, TX,5UXZV4C59BL741514,BMW,X5AWD
9750,2003,74688,Pinellas Park, FL,4USBT33483LR62723,BMW,Z4Roadster
28985,2010,74475,Alexandria, VA,WBSNB9C59AC043370,BMW,M54dr
13900,2008,74465,Aiea, HI,WBAWB33558P133172,BMW,3
14990,2011,74458,Shrewsbury, NJ,WBADW3C52BE538890,BMW,3
15942,2011,74455,Bristol, CT,5UXWX5C56BL708845,BMW,X3AWD
35997,2012,74440,Sacramento, CA,5YMGZ0C53CLK14583,BMW,X6
26995,2014,74135,Doral, FL,5UXKR2C59E0H33464,BMW,X5sDrive35i
22779,2013,73959,Avenel, NJ,WBAUC9C54DVM13419,BMW,1
8900,1997,73923,Parker, CO,4USCJ3325VLC08595,BMW,3
29957,2014,73687,Greensboro, NC,WBAYE4C54ED138169,BMW,7
27995,2008,73454,Lawndale, CA,WBSWD93518PY42237,BMW,3
11999,2011,73000,Corona, CA,WBAKE5C52BE755152,BMW,3
39390,2015,72910,Westbury, NY,WBAYP9C59FD169698,BMW,6
13490,2012,72769,North Palm Beach, FL,WBA3A5C50CF259536,BMW,3
11991,2005,72581,Portland, OR,WBAAZ334X5KW79052,BMW,3
20769,2014,72390,Montclair, CA,WBA5A5C58ED504168,BMW,5
24688,2014,72100,Winston Salem, NC,5UXWX7C51EL983636,BMW,X3xDrive35i
9450,2008,71825,Kansas City, MO,WBAWB33518P133055,BMW,3
16999,2013,71439,Marietta, GA,5UXWX9C59D0A10969,BMW,X3xDrive28i
22987,2013,71410,Columbia, TN,5UXZV8C55DL898869,BMW,X5xDrive50i
13997,2010,71324,Doylestown, PA,WBANV9C53AC137501,BMW,5
13899,2012,71149,Placentia, CA,WBA3A5C54CF344086,BMW,3
13988,2010,71126,Roseville, CA,WBXPC9C46AWJ38149,BMW,X3AWD
17290,2012,71061,Marietta, GA,WBAXG5C51CDX05382,BMW,5
31000,2014,71029,Linden, NJ,5UXFG2C5XE0C43414,BMW,X6xDrive35i
25500,2013,71000,Costa Mesa, CA,WBAFR9C55DD226669,BMW,5
11995,2009,70259,Farmers Branch, TX,WBAPH775X9NM45179,BMW,3
19500,2012,70248,Lexington, KY,5UXZV4C55CL758439,BMW,X5AWD
18495,2013,69994,Scottsdale, AZ,WBA3A5C58DF453121,BMW,3
18595,2013,69904,Orlando, FL,WBAXG5C52DDY34104,BMW,5
14958,2009,69821,Glenview, IL,WBAWC33529PU84846,BMW,3
10900,2007,69581,Elgin, IL,WBANE53567CK92898,BMW,5
25997,2010,68994,Ramsey, NJ,5UXFG4C51AL226129,BMW,X6AWD
19888,2012,68890,Seattle, WA,WBAXH5C56CDW04464,BMW,5
21599,2014,68672,Duluth, GA,WBAVM5C54EVV92024,BMW,X1xDrive35i
16515,2010,68273,Stafford, VA,5UXFF0C51ALT76544,BMW,X5AWD
13415,2011,68150,Vandalia, OH,WBAPK7C5XBF197197,BMW,3
16495,2011,68126,Houston, TX,WBAKG7C51BE264478,BMW,3
17388,2011,68118,Conroe, TX,WBAFR1C55BDS36889,BMW,5
15980,2010,68007,Greenwood, IN,WBXPC9C46AWJ33324,BMW,X3AWD
31995,2014,67641,Great Neck, NY,5UXKR0C55E0K46781,BMW,X5xDrive35i
22505,2013,67367,Dallas, TX,5UXWX7C56DL977457,BMW,X3xDrive35i
9500,2005,66801,Arlington, TX,WBABW53445PL52741,BMW,3
16951,2013,66785,Abington, MA,WBA3C3C54DF982631,BMW,3
17990,2014,66595,Minnetonka, MN,WBA3C3G54ENS67768,BMW,3
20691,2013,66522,Avenel, NJ,WBA3B3C56DF532465,BMW,3
24552,2014,66512,Houston, TX,5UXWX9C5XE0D39942,BMW,X3xDrive28i
15750,2012,66461,Jacksonville, FL,WBAKE3C50CE769704,BMW,3
21999,2008,66449,Buford, GA,WBSEK93578CY79334,BMW,6
8300,2006,66165,Arlington, TX,WBAVB13536PT13277,BMW,3
22995,2013,66129,Chantilly, VA,WBAUC9C50DVY60815,BMW,1
19991,2013,66123,GILBERT, AZ,5UXWX9C56D0A24005,BMW,X3xDrive28i
22991,2011,65992,Medford, OR,WBAFU7C5XBC877219,BMW,5
13590,2011,65862,Highland Park, IL,WBAPK7G51BNN69882,BMW,3
18999,2012,65375,North Charleston, SC,WBA3A9C52CF474861,BMW,3
27995,2014,65362,Seattle, WA,WBA5A5C59ED507807,BMW,5
15381,2011,65308,Yakima, WA,WBAPK5C55BF121682,BMW,3
18695,2012,65301,Midway City, CA,WBAXG5C52CDX06346,BMW,5
13999,2008,65298,Willimantic, CT,WBAVD53538A284564,BMW,3
13998,2010,65290,Mount Laurel, NJ,WBAPH5G53ANM36140,BMW,3
16799,2014,65197,Cumming, GA,WBA3B1G57ENT01399,BMW,3
19995,2012,65110,Indianapolis, IN,WBA3A9G51CNN67628,BMW,3
22495,2011,65000,Sacramento, CA,WBAKA8C54BCY36274,BMW,7
27598,2012,64973,Macon, GA,WBAKC8C53CC434676,BMW,7
10995,2010,64831,Cleveland, OH,WBAWV5C5XAP081997,BMW,3
19987,2012,64708,Oregon City, OR,WBAUC9C53CVM12406,BMW,1
17950,2011,64637,Albuquerque, NM,WBAFR1C52BC739995,BMW,5
20844,2012,64509,Richmond, VA,WBAUU3C50CA543293,BMW,3
19486,2014,64398,Vista, CA,WBA3C1C51EK111991,BMW,3
39995,2012,64256,Shrewsbury, MA,5YMGY0C55CLK27290,BMW,X5
27690,2014,63953,Liverpool, NY,WBA3K5C50EK300271,BMW,3
27995,2014,63922,Great Neck, NY,WBA5B3C56ED538028,BMW,5
15870,2013,63803,Raleigh, NC,WBAVM1C5XDVW46045,BMW,X1sDrive28i
12750,2011,63653,Houston, TX,WBAPH7C52BE679781,BMW,3
22519,2014,63575,Charlotte, NC,WBA3D3C55EK154285,BMW,3
31488,2009,63539,San Rafael, CA,WBSWD93509PY43333,BMW,M32dr
13999,2011,63435,Seymour, CT,WBAPK7C59BA821035,BMW,3
19991,2012,63402,Columbus, GA,5UXWX7C55CL736892,BMW,X3AWD
18995,2012,63349,Naples, FL,WBA3A9G55CNP35531,BMW,3
15995,2011,63298,San Diego, CA,WBAPH5G55BNM80724,BMW,3
19995,2010,63246,Stone Mountain, GA,WBASN4C5XAC208862,BMW,5
13950,2011,63223,Santa Monica, CA,WBAPH5G5XBNM80461,BMW,3
24473,2012,63102,Savannah, GA,WBADX1C56CE570681,BMW,3
16987,2009,63078,San Jose, CA,5UXFE43549L265489,BMW,X5AWD
23990,2013,62689,Raleigh, NC,WBAFR7C56DC825087,BMW,5
19990,2012,62561,Raleigh, NC,5UXWX5C58CL717242,BMW,X3AWD
15950,2011,62500,Newark, NJ,WBAPK5C5XBA661204,BMW,3
16995,2011,62239,Abilene, TX,WBAFR1C56BC741362,BMW,5
21991,2012,62044,Ft. Pierce, FL,WBAFR7C59CC810999,BMW,5
28900,2011,62011,Evansville, IN,5UXFG8C53BLZ96955,BMW,X6AWD
19015,2011,61700,Auburn, WA,5UXWX5C58BL707230,BMW,X3AWD
19995,2013,61470,Daly City, CA,5UXWX9C52D0A30576,BMW,X3xDrive28i
19898,2013,61360,Cerritos, CA,WBA3A5C59DF353030,BMW,3
33988,2014,60860,Austin, TX,WBAYA6C55ED144134,BMW,7
24900,2014,60611,Henderson, KY,5UXWX9C50E0D09557,BMW,X3xDrive28i
24900,2013,60575,Indianapolis, IN,5UXWX7C54DL981457,BMW,X3xDrive35i
15495,2012,60571,Doral, FL,WBAKF9C53CE859106,BMW,3
17988,2008,60383,San Diego, CA,WBAEA53568CV90848,BMW,6
29895,2014,60327,Great Neck, NY,5UXKR0C50E0H22941,BMW,X5xDrive35i
27574,2014,60100,Bedford, OH,WBA3K5C55EKT33427,BMW,3
19900,2013,60000,Paterson, NJ,WBAUN1C55DVR01547,BMW,1
35595,2015,59828,Westbury, NY,5UXKR0C54F0K54419,BMW,X5xDrive35i
25900,2012,59513,Countryside, IL,WBAFU9C52CDY69817,BMW,5
18988,2011,59393,Norfolk, VA,WBAFR1C5XBC260692,BMW,5
24999,2013,59000,Tempe, AZ,WBA3A5C52DF354133,BMW,3
14900,2007,58960,Philadelphia, PA,WBAHN83577DT71277,BMW,7
24000,2014,58759,Chantilly, VA,WBA5A7C57ED620263,BMW,5
22955,2014,58638,Charlotte, NC,5UXWX9C51E0D28067,BMW,X3xDrive28i
15688,2013,58565,Ventura, CA,WBAVM1C5XDVW41962,BMW,X1sDrive28i
18950,2007,58423,Daytona, FL,4USDU53477LF77390,BMW,Z42dr
29777,2013,58215,Carrollton, TX,WBAYB6C51DC998037,BMW,7
28995,2014,57965,Great Neck, NY,WBA5B3C5XED535388,BMW,5
13998,2008,57605,Monterey Park, CA,5UXFE43538L029057,BMW,X5AWD
17995,2011,57602,Fuquay Varina, NC,WBAFR1C58BC739175,BMW,5
24498,2014,57529,West Park, FL,5UXWX9C50E0D39805,BMW,X3xDrive28i
42900,2013,57260,Indianapolis, IN,5YMGY0C58DLL15817,BMW,X5
44000,2013,57238,Salt Lake, UT,WBSFV9C52DD095711,BMW,M5Sedan
26995,2013,57001,Seattle, WA,WBA3B9C51DF585898,BMW,3
16490,2014,56981,Bronx, NY,WBA3B5G51ENS11351,BMW,3
12997,2011,56652,Loganville, GA,WBAPH7G57BNN04081,BMW,3
21900,2014,56335,Easton, PA,5UXWX9C59E0D11484,BMW,X3xDrive28i
27895,2014,56196,Great Neck, NY,WBA5B1C58ED483618,BMW,5
26395,2014,56032,Westbury, NY,5UXWX7C55EL983994,BMW,X3xDrive35i
26995,2015,55948,Great Neck, NY,WBA5A7C53FD621931,BMW,5
12999,2008,55676,Watertown, CT,WBAUN93568VF56584,BMW,1
14996,2004,55615,Bellevue, WA,WBAEK73434B260469,BMW,6
14250,2007,55479,Conroe, TX,WBAHN83587DT69733,BMW,7
30590,2014,55273,Great Neck, NY,WBAKP9C55ED693211,BMW,5
34988,2011,55232,Walnut Creek, CA,WBSPM9C55BE203429,BMW,M34dr
23995,2012,55221,New London, CT,WBAFU7C53CDU59239,BMW,5
18999,2010,54992,Norwalk, CA,5UXFE4C58AL382870,BMW,X5AWD
14994,2011,54541,VIRGINIA BEACH, VA,WBAPH7C56BE677371,BMW,3
29885,2013,54463,Des Plaines, IL,WBAYF4C52DD127585,BMW,7
19500,2014,54156,McCook, IL,WBA3D5C59EKX97296,BMW,3
33810,2016,54052,Sarasota, FL,WBA5A5C54GG347188,BMW,5
29991,2014,53799,Naples, FL,WBA5B1C52ED478429,BMW,5
30975,2014,53683,Chapel Hill, NC,5UXWX7C58E0E80254,BMW,X3xDrive35i
23895,2014,53510,Great Neck, NY,WBA5A7C51ED616452,BMW,5
20680,2014,53436,Tyler, TX,WBA3B1C59EK134020,BMW,3
28240,2014,53383,Newnan, GA,WBA5B3C58ED539018,BMW,5
17436,2011,53144,Waukesha, WI,WBAPK5G54BNN24424,BMW,3
18995,2014,53049,Corpus Christi, TX,WBA3B1G59ENS78496,BMW,3
24998,2014,52883,Spokane Valley, WA,WBA3D5C50EKX99499,BMW,3
27547,2014,52595,San Antonio, TX,WBA5B3C55ED531605,BMW,5
35042,2014,52047,Brooklyn, NY,WBA3T1C56EPS98941,BMW,4
33900,2014,51839,Barrington, IL,5UXKS4C50E0J96089,BMW,X5xDrive35d
26900,2014,51738,Tupelo, MS,5UXWX9C51E0D15190,BMW,X3xDrive28i
23490,2014,51735,Jacksonville, FL,5UXWX9C50E0D36743,BMW,X3xDrive28i
16967,2012,51694,San Antonio, TX,WBA3A5C56CF258665,BMW,3
25995,2014,51619,Great Neck, NY,WBA3B9G58ENR91131,BMW,3
22900,2014,51609,Concord, CA,WBA3D3C57EK157379,BMW,3
33903,2014,51505,Charlotte, NC,5UXKR0C5XE0C24617,BMW,X5xDrive35i
24750,2014,51428,Bristol, TN,WBA3B9G59ENR90473,BMW,3
21607,2014,51360,Atlanta, GA,WBA5A5C51ED505937,BMW,5
35490,2014,51062,Duluth, GA,WBAYF8C5XED652743,BMW,7
29777,2014,50850,San Rafael, CA,WBA3K5C50EF776190,BMW,3
12990,2009,50779,Tampa, FL,WBAPH73559A172746,BMW,3
19500,2015,50566,Johnson City, TN,WBA3B1C5XF5A05805,BMW,3
15990,2007,50543,Downtingtown, PA,WBAWL73567PX50440,BMW,3
16990,2014,50241,San Antonio, TX,WBA3B1G56ENT01054,BMW,3
19800,2014,50065,Elmhurst, NY,WBA3X5C55ED243166,BMW,3
20500,2014,49901,Salem, OR,WBA3C3G56ENS70624,BMW,3
23845,2014,49868,Fairlawn, NJ,5UXWX9C58E0D14697,BMW,X3xDrive28i
22900,2015,49857,Hemet, CA,WBA8Z5C57FGS36462,BMW,3
15995,2013,49600,Naugatuck, CT,WBA3B5G52DNP40841,BMW,3
25300,2014,49433,San Jose, CA,WBA5B1C57ED480130,BMW,5
23492,2014,49234,DAVENPORT, IA,WBA3D5C53EF147176,BMW,3
28490,2014,49108,Plano, TX,WBA5B1C54ED474978,BMW,5
25695,2013,49107,Westbury, NY,5UXZV4C58D0G52394,BMW,X5xDrive35i
23855,2014,49030,Burlington, NJ,5UXWX9C52E0D41684,BMW,X3xDrive28i
15991,2008,48427,Sarasota, FL,WBAWL73568PX59477,BMW,3
24500,2014,48317,Marietta, GA,5UXWX9C57E0D25724,BMW,X3xDrive28i
22490,2014,48275,Plano, TX,WBA3X5C56ED557554,BMW,3
27995,2014,48198,Kinston, NC,WBA5A5C53ED510038,BMW,5
32000,2013,48019,Salem, OR,5UXZW0C50D0B94131,BMW,X5xDrive35d
30500,2014,47641,Scottsdale, AZ,WBAKN9C59ED681357,BMW,5
19999,2011,47622,Savannah, GA,WBADW7C55BE544075,BMW,3
39991,2014,47558,Dallas, TX,WBAYA8C52ED228486,BMW,7
20495,2015,47538,San Antonio, TX,WBA3A5C58FF608723,BMW,3
34995,2014,47511,Warren, MI,5UXKR0C56E0K46935,BMW,X5xDrive35i
29200,2015,47472,Little Rock, AR,WBA5A5C56FD518622,BMW,5
19230,2014,47446,Buford, GA,WBA1F5C51EVV99327,BMW,2
32898,2013,47324,Bel Air, MD,5UXFG2C53DL788929,BMW,X6xDrive35i
24895,2014,47279,Great Neck, NY,WBA5A7C5XED219452,BMW,5
31500,2014,46799,Louisville, KY,WBAFV3C53EDZ33585,BMW,5
31881,2015,46740,Tallahassee, FL,5UXXW3C5XF0F88750,BMW,X4xDrive28i
37869,2014,46734,Dallas, TX,WBAYA8C53ED228268,BMW,7
17800,2012,46615,Newton, MA,WBAKF5C53CE657407,BMW,3
20000,2014,46600,Charlotte, NC,WBA3B5C53EP539896,BMW,3
43400,2015,46533,Oak Lawn, IL,WBA6B8C56FD453547,BMW,6
18490,2012,46498,Irvine, CA,WBA3A5G55CNP18186,BMW,3
38338,2014,46484,Rockland, MA,WBAKP9C53ED692512,BMW,5
46990,2014,46463,Arlington, TX,5UXKR6C52E0C03330,BMW,X5xDrive50i
14026,2008,46444,Newport, NC,WBXPC93418WJ11340,BMW,X3AWD
32485,2014,46361,Downers Grove, IL,5UXKR0C56E0H20028,BMW,X5xDrive35i
15790,2007,46320,Rolling Meadows, IL,4USBU33557LW73441,BMW,Z42dr
25997,2014,46287,Huntersville, NC,WBA3X5C59ED557211,BMW,3
32970,2013,46143,Las Vegas, NV,5UXFG8C54DL591402,BMW,X6xDrive50i
29000,2015,46137,Burleson, TX,WBA5B1C55FD920587,BMW,5
32000,2015,46135,Beaverton, OR,5UXWX9C56F0D53399,BMW,X3xDrive28i
23500,2014,46063,San Jose, CA,WBA3X5C50ED242569,BMW,3
22995,2013,46000,Austin, TX,WBAXG5C57DDY33904,BMW,5
14988,2006,46000,Tempe, AZ,4USBU53556LX02138,BMW,Z4Roadster
19577,2011,45823,Naperville, IL,WBAPL5G55BNN24011,BMW,3
27990,2015,45805,Anaheim, CA,WBA4A9C58FD416130,BMW,4
36988,2015,45714,Wilmington, NC,WBA3V5C53FP751870,BMW,4
18990,2012,45644,Houston, TX,WBAKF9C57CE859450,BMW,3
26849,2014,45567,Barrington, IL,WBA3G7C51EK296356,BMW,3
33899,2012,45487,Lincoln, NE,WBALX3C53CDV77438,BMW,6
26795,2014,45433,Great Neck, NY,WBA3B9G57ENR91802,BMW,3
39755,2012,45427,Wilmington, NC,WBALZ5C50CDX64500,BMW,6
20494,2013,45233,Union City, GA,WBA3A5C51DF358576,BMW,3
27490,2014,45183,Golden Valley, MN,WBA5B3C52ED536972,BMW,5
23056,2013,45048,Gainesville, FL,WBAUN7C53DVM27729,BMW,1
27881,2013,45012,North Hollywood, CA,WBA3A9G53DNP37540,BMW,3
19790,2014,44987,Plano, TX,WBA3B1G57ENS79971,BMW,3
24780,2013,44982,Jacksonville, FL,WBASN2C54DC202953,BMW,5
33980,2015,44946,Greenwood, IN,WBA5A7C52FD621130,BMW,5
29979,2014,44841,Plano, TX,5UXWX9C58E0D22587,BMW,X3xDrive28i
25833,2014,44836,Harriman, NY,WBA3B5C56EP543084,BMW,3
25995,2012,44727,Tulsa, OK,5UXZW0C51C0B88059,BMW,X5AWD
21495,2008,44649,Florissant, MO,4USDU53578LG19762,BMW,Z42dr
25995,2014,44629,Doral, FL,WBAXA5C58ED689198,BMW,5
21490,2015,44545,Plano, TX,WBA3B5C57FP653501,BMW,3
25870,2013,44485,Woodside, NY,WBA3A9C50DF475475,BMW,3
17999,2013,44406,Manassas, VA,WBAVL1C56DVR85436,BMW,X1xDrive28i
19499,2014,44381,Ft. Lauderdale, FL,WBA3A5G5XENP28327,BMW,3
27995,2014,44275,Manassas, VA,WBA5B1C55ED478795,BMW,5
35995,2013,44119,Teterboro, NJ,WBAYB6C53DD224043,BMW,7
18985,2013,44036,Las Vegas, NV,WBA3A5G56DNP21924,BMW,3
49900,2013,43982,Aiea, HI,WBAYE8C53DDS15913,BMW,7
30331,2015,43952,Charlotte, NC,WBA5A5C5XFD515545,BMW,5
21994,2014,43909,Pelham, AL,WBAVM1C55EVW54099,BMW,X1sDrive28i
31646,2015,43802,Overland Park, KS,5UXWX9C52F0D53691,BMW,X3xDrive28i
26992,2015,43780,Coconut Creek, FL,5UXWZ7C59F0M83284,BMW,X3sDrive28i
20499,2014,43631,Irvine, CA,WBA3C1C56EK114434,BMW,3
33999,2015,43485,Willimantic, CT,WBA3R5C55FK371592,BMW,4
23578,2014,43372,Charlottesville, VA,WBA3B5G57ENS07028,BMW,3
32977,2015,43369,Akron, OH,5UXXW3C50F0F89437,BMW,X4xDrive28i
22555,2014,43208,Chandler, AZ,WBAVM5C50EVV91727,BMW,X1xDrive35i
22995,2013,43196,Brooklyn, NY,WBAXH5C5XDD112117,BMW,5
21500,2014,43140,Marlow Heights, MD,WBA1F5C52EVV99367,BMW,2
25150,2014,43063,Franklin Square, NY,WBA5A7C59ED615923,BMW,5
14994,2013,43055,Seffner, FL,WBA3A5C51DF357198,BMW,3
34400,2015,43000,Murrieta, CA,WBA3V7C59FP771598,BMW,4
45991,2015,42988,Barrington, IL,WBAYF8C59FD655313,BMW,7
32900,2014,42866,Elizabeth, NJ,5UXKR0C53E0K43295,BMW,X5xDrive35i
22489,2015,42792,Brooklyn, NY,WBA3B3G59FNR86907,BMW,3
41950,2014,42676,Carrollton, TX,WBAYM9C56ED248012,BMW,6
21995,2014,42668,Honolulu, HI,WBA3A5C58EP602543,BMW,3
34000,2013,42665,Shoreline, WA,WBAFR9C52DD226693,BMW,5
19700,2012,42621,Poughkeepsie, NY,WBAUN7C50CVM26357,BMW,1
21957,2014,42462,Encinitas, CA,WBA3C1C57EK115818,BMW,3
22995,2011,42456,Farmers Branch, TX,WBADX7C5XBE260597,BMW,3
27999,2014,42454,Orlando, FL,WBAFV3C56ED684392,BMW,5
26900,2014,42444,Evansville, IN,WBA3B5G58ENS11170,BMW,3
16490,2011,42425,Daytona, FL,WBAUL7C55BVM80922,BMW,1
40999,2015,42318,Orlando, FL,WBAYF8C5XFD654414,BMW,7
40000,2015,42222,Marlow Heights, MD,5UXKR0C55F0K70998,BMW,X5xDrive35i
37995,2014,42217,Westbury, NY,5UXFG2C57E0H10014,BMW,X6xDrive35i
20950,2015,42090,Plano, TX,WBA3A5C52FP604256,BMW,3
20000,2012,42036,Austin, TX,WBAXG5C59CDX02018,BMW,5
40221,2014,42025,Charlotte, NC,5UXFG2C57E0H10742,BMW,X6xDrive35i
22494,2014,41911,Irvine, CA,WBA3A5C50EJ462975,BMW,3
34500,2014,41878,Elizabeth, NJ,WBAYF4C54ED281698,BMW,7
18999,2015,41781,Orlando, FL,WBAVM1C53FV317187,BMW,X1sDrive28i
33987,2015,41555,Minnetonka, MN,WBA3B9C50FF588908,BMW,3
29888,2014,41484,San Rafael, CA,WBA3G7C53EK296424,BMW,3
25390,2015,41419,Edmond, OK,WBA3B5C56FF959949,BMW,3
20990,2014,41310,Plano, TX,WBA3A5G53ENP27178,BMW,3
25889,2015,41130,Valencia, CA,WBA3A5G53FNS82250,BMW,3
33995,2015,41077,Great Neck, NY,5UXKR0C53F0K53441,BMW,X5xDrive35i
34995,2011,41004,Wakefield, MA,WBSKG9C59BE797489,BMW,M32dr
26999,2014,40999,Norcross, GA,WBA5B1C53ED475779,BMW,5
25852,2012,40976,O'Fallon, IL,WBAKA4C58CDY99723,BMW,7
24636,2013,40951,Avenel, NJ,WBAUN7C53DVM27844,BMW,1
24900,2014,40940,Concord, CA,WBA3C1C57EK113230,BMW,3
43795,2015,40858,Carrollton, TX,WBAYF8C57FD654578,BMW,7
35950,2014,40797,Carrollton, TX,5UXKR0C53E0H20794,BMW,X5xDrive35i
25990,2014,40713,Fishers, IN,5UXWX9C56E0D24192,BMW,X3xDrive28i
34995,2014,40592,Ellicott City, MD,WBAKP9C53ED693059,BMW,5
19493,2014,40589,Bedford, OH,WBA3B5C55EF599376,BMW,3
23500,2014,40545,San Jose, CA,WBA5A5C51ED507199,BMW,5
37659,2014,40486,Hendersonville, TN,5UXKR0C57E0H25738,BMW,X5xDrive35i
37995,2014,40393,Idaho Falls, ID,WBA5B3C5XED530594,BMW,5
30500,2015,40333,Berkeley, CA,WBA3X5C50FD562332,BMW,3
26897,2013,40290,Creve Coeur, MO,WBAXH5C56DDW13957,BMW,5
24750,2015,40222,Bloomfield, NJ,WBA3B5C51FP653123,BMW,3
24748,2013,40203,Edmond, OK,WBAFR7C53DC822616,BMW,5
30690,2014,40176,Great Neck, NY,WBA5B3C58ED530352,BMW,5
28997,2014,40174,Moonachie, NJ,WBA5A7C5XED618801,BMW,5
24958,2014,40144,Chantilly, VA,WBA5B3C5XED539764,BMW,5
22995,2013,40104,Montclair, CA,WBA3A9G52DNP35696,BMW,3
25990,2015,40011,Bellevue, WA,5UXWX9C57F0D44355,BMW,X3xDrive28i
44987,2014,40002,Barrington, IL,WBA6B4C55ED098930,BMW,6
25999,2011,39896,Melbourne, FL,WBALM7C53BE383467,BMW,Z42dr
28250,2016,39762,Long Island City, NY,5UXWX9C51G0D63369,BMW,X3xDrive28i
41996,2014,39747,Carrollton, TX,WBAYF8C52ED142497,BMW,7
29938,2014,39671,Columbus, GA,WBA5A7C52ED619117,BMW,5
39587,2014,39667,Las Vegas, NV,5UXFG2C53E0H09569,BMW,X6xDrive35i
15985,2014,39650,Atlanta, GA,WBAVM1C50EVW48579,BMW,X1sDrive28i
24998,2014,39531,Sanford, FL,5UXWX9C5XE0D39245,BMW,X3xDrive28i
47000,2015,39294,Hartford, CT,WBAYP5C55FD873115,BMW,6
29990,2007,39267,Concord, CA,WBSNB93507CX06916,BMW,5
35590,2014,39200,Great Neck, NY,WBAYB6C55ED224188,BMW,7
19703,2012,39063,Gilbert, AZ,WBADW7C5XCE729918,BMW,3
29895,2014,38924,Winter Park, FL,WBA5B1C52ED480424,BMW,5
20999,2016,38904,West Palm Beach, FL,WBA8E9G52GNT47432,BMW,3
39552,2014,38894,Lancaster, PA,WBAYB6C57ED225066,BMW,7
22995,2014,38889,Teterboro, NJ,WBA3B5G5XENS08352,BMW,3
28995,2014,38581,Bellerose, NY,WBA5B1C51ED917054,BMW,5
21488,2013,38550,Daly City, CA,WBA3A5C57DF600318,BMW,3
24944,2014,38505,Phoenix, AZ,WBA3D3C5XEK154914,BMW,3
19981,2013,38502,El Cajon, CA,WBA3C1C51DF438253,BMW,3
22690,2014,38457,Plano, TX,WBA3B5C5XEP541029,BMW,3
20991,2014,38365,Eatontown, NJ,WBAVL1C54EVY18493,BMW,X1xDrive28i
21991,2014,38320,Henderson, NV,WBAVL1C54EVY14217,BMW,X1xDrive28i
17500,2011,38302,Marietta, GA,WBADW3C52BE538033,BMW,3
21900,2014,38062,Costa Mesa, CA,WBAVM1C58EVW55778,BMW,X1sDrive28i
52950,2015,38007,Winter Park, FL,WBAYP9C50FD169590,BMW,6
21450,2014,37961,Dumfries, VA,WBA3D5C54EKX96878,BMW,3
23995,2014,37955,Manassas, VA,WBA3B5C56EP541433,BMW,3
29780,2014,37923,Philadelphia, PA,WBA1J7C53EV253306,BMW,2
17705,2014,37898,Miami, FL,WBA3C3C50EP662508,BMW,3
18996,2012,37789,Phoenix, AZ,WBAUN1C54CVH84464,BMW,1
23990,2014,37781,Charlotte, NC,WBA3A5G59ENP33230,BMW,3
27895,2013,37754,Winter Park, FL,WBA3B9C57DJ899312,BMW,3
23900,2000,37549,Naples, FL,WBSCK9342YLC92959,BMW,Z3Z3
25992,2015,37469,Irvine, CA,WBA3C1C58FK120477,BMW,3
