Price,Year,Mileage,City,State,Vin,Make,Model
2047,2001,243893,Langhorne, PA,19UUA56671A005006,Acura,TLAutomatic
5495,2008,241901,Bloomingdale, NJ,19UUA66248A010886,Acura,TL4dr
4995,2008,230155,Wayne, MI,5J8TB18228A014525,Acura,RDX4WD
2500,2000,225000,Waseca, MN,19UUA5670YA039677,Acura,TL3.2
4500,2002,220725,El Paso, TX,19UUA56842A021828,Acura,TLType-S
5999,2005,220000,Ellensburg, WA,19UUA66215A007682,Acura,TLAutomatic
5485,2002,208542,Houston, TX,19UUA56672A027864,Acura,TLAutomatic
4999,2003,204667,Longmont, CO,19UUA56643A001563,Acura,TLAutomatic
6488,2008,202003,Rochester, MN,5J8TB18278A001253,Acura,RDX4WD
6495,2003,196246,Ridgewood, NY,19UUA56953A015434,Acura,TLType-S
3900,2000,195185,Boaz, AL,19UUA5678YA065136,Acura,TLAutomatic
7888,2008,190687,San Mateo, CA,5J8TB18528A018620,Acura,RDX4WD
5500,2005,188638,El Paso, TX,JH4CL96945C013398,Acura,TSXAutomatic
6905,2000,180153,Louisville, KY,19UUA5665YA044090,Acura,TLAutomatic
7844,2007,179672,Richmond, VA,5J8TB18527A016297,Acura,RDX4WD
8995,2005,177129,Durham, NC,19UUA66235A051358,Acura,TLAutomatic
3950,2006,175405,Fort Gratiot, MI,JH4DC53896S002185,Acura,RSXManual
4995,2005,161608,Memphis, TN,JH4DC54825S000064,Acura,RSXAutomatic
3995,2003,154634,Lafayette, IN,19UYA42633A007307,Acura,CLType-S
4934,2006,153998,Elgin, IL,JH4DC54846S009110,Acura,RSXAutomatic
6995,2004,152724,Tucson, AZ,JH4CL96864C042620,Acura,TSXAutomatic
6000,2004,152429,Pasadena, CA,JH4DC53094S009452,Acura,RSXType-S
4975,2005,150948,Boyertown, PA,2HNYD18265H500146,Acura,MDX4WD
10095,2010,149376,Midway City, CA,JH4CU2F66AC035777,Acura,TSX4dr
7388,2006,147389,Williamsburg, VA,JH4KB16506C007984,Acura,RLAutomatic
3995,2003,147306,Houston, TX,JH4DC53013C004044,Acura,RSXType-S
4495,2005,147212,Jersey City, NJ,JH4KB16575C001064,Acura,RLAutomatic
3999,2003,146975,Dallas, TX,19UYA42673A008069,Acura,CLType-S
3995,2004,145332,Tampa, FL,JH4KA96614C001859,Acura,RLAutomatic
7000,2007,141670,Stockton, CA,JH4KB16617C004408,Acura,RL4dr
7995,2006,141257,Spokane, WA,JH4DC530X6S000147,Acura,RSXType-S
7500,2005,140238,Ocala, FL,JH4DC548X5S012558,Acura,RSXAutomatic
7965,2006,138815,Sacramento, CA,JH4CL96806C028506,Acura,TSXAutomatic
4900,2001,137800,Tucson, AZ,19UYA42601A021341,Acura,CLType-S
7988,2006,137097,National City, CA,JH4DC54896S010558,Acura,RSXAutomatic
7550,2005,136978,Phoenix, AZ,JH4CL95975C031833,Acura,TSXManual
4250,2003,136500,East Landsdowne, PA,JH4KA96543C001473,Acura,RLAutomatic
5900,2006,135664,Pleasanton, CA,2HNYD18896H517951,Acura,MDX4WD
5995,2006,134880,Ridgewood, NY,2HNYD18236H542159,Acura,MDX4WD
6537,2005,134783,Harrisonburg, VA,JH4KB16505C005621,Acura,RLAutomatic
6929,2007,134239,Hoffman Estates, IL,JH4CL96977C002625,Acura,TSX4dr
6950,2004,133921,Raleigh, NC,JH4DC53074S009515,Acura,RSXType-S
9481,2006,132805,Cookeville, TN,JH4DC53036S020322,Acura,RSXType-S
7383,2004,131322,Edmonds, WA,JH4DC54844S007564,Acura,RSXAutomatic
7000,2005,130274,El Cerrito, CA,JH4DC54855S011902,Acura,RSXAutomatic
8874,2007,129375,Houston, TX,JH4CL96947C007295,Acura,TSX4dr
6995,2006,128818,Knoxville, TN,JH4KB165X6C009905,Acura,RLAutomatic
11576,2010,128642,Tacoma, WA,JH4CU2F60AC015640,Acura,TSX4dr
7991,2006,128307,San Antonio, TX,2HNYD18616H526173,Acura,MDX4WD
6293,2005,126866,Florence, KY,JH4KB16515C001013,Acura,RLAutomatic
7997,2006,126548,Fort Lauderdale, FL,JH4DC53026S012969,Acura,RSXType-S
10100,2008,126214,Portland, OR,JH4KB16678C001126,Acura,RL4dr
10500,2010,126071,Greensboro, NC,JH4CU2F62AC030513,Acura,TSX4dr
11988,2007,124720,Alameda, CA,5J8TB18557A007142,Acura,RDX4WD
4999,2003,124498,Bell, CA,19UYA42653A005591,Acura,CLType-S
16512,2015,124120,Mobile, AL,19UUB2F31FA002451,Acura,TLXFWD
7995,2007,123794,Carrollton, TX,JH4KB16627C004384,Acura,RL4dr
5988,2005,122945,Duluth, GA,JH4KB16525C005524,Acura,RLAutomatic
7988,2008,122853,Knoxville, TN,JH4CL95808C005750,Acura,TSX4dr
7695,2006,122268,Campbell, CA,JH4KB165X6C000816,Acura,RLAutomatic
5275,2001,122250,WOODSBORO, MD,19UYA42611A020876,Acura,CLType-S
5895,2003,122192,Hackettstown, NJ,2HNYD18753H515651,Acura,MDX4WD
4995,2003,120732,Jacksonville, FL,19UYA42693A011443,Acura,CLType-S
7495,2006,120400,Chantilly, VA,2HNYD18826H524997,Acura,MDX4WD
6998,2006,120107,Denville, NJ,2HNYD18636H550510,Acura,MDX4WD
8995,2008,119813,Loganville, GA,JH4KB16698C004514,Acura,RL4dr
16993,2013,119170,Wappingers Falls, NY,5J8TB4H5XDL005680,Acura,RDXAWD
8991,2009,118113,San Antonio, TX,JH4CU26699C036255,Acura,TSX4dr
9849,2008,118040,Centennial, CO,JH4KB16608C004675,Acura,RL4dr
16997,2013,117610,San Antonio, TX,5J8TB3H58DL016459,Acura,RDXwith
6995,2005,117593,Billerica, MA,2HNYD18215H553014,Acura,MDX4WD
8990,2002,117313,Boulder, CO,JH4DC53022C038010,Acura,RSXType-S
7500,2005,116946,Westmont, IL,2HNYD18605H553119,Acura,MDX4WD
8995,2007,116375,Fayetteville, NC,JH4KB16537C001906,Acura,RL4dr
6999,2005,115865,Spotsylvania, VA,JH4KB16575C005809,Acura,RLAutomatic
8099,2006,114757,Baltimore, MD,2HNYD18886H536250,Acura,MDX4WD
3950,2002,114350,Spotsylvania, VA,JH4KA965X2C005669,Acura,RLAutomatic
15595,2011,113403,Chattanooga, TN,5J8TB1H27BA005780,Acura,RDXAWD
5999,2002,112619,Sacramento, CA,JH4DC548X2C015868,Acura,RSXAutomatic
8000,2005,112453,Richmond, VA,JH4KB16505C000290,Acura,RLAutomatic
13290,2011,112369,Highland Park, IL,JH4KB2F64BC000951,Acura,RL4dr
11995,2009,112182,Orlando, FL,JH4CU26699C014143,Acura,TSX4dr
5777,2004,112114,Bristol, WI,2HNYD18284H503046,Acura,MDX4WD
8299,2007,111899,Hollywood, FL,2HNYD282X7H537838,Acura,MDX4WD
7995,2005,111294,Jersey City, NJ,JH4KB16575C019502,Acura,RLAutomatic
5998,2004,111225,Doraville, GA,JH4KA96614C002168,Acura,RLAutomatic
5993,2002,110353,Beaverton, OR,19UYA42792A005472,Acura,CLType-S
11995,2011,110111,N. Miami Beach, FL,2HNYD2H27BH530189,Acura,MDXAWD
7800,2005,109958,Alhambra, CA,JH4KB16505C004615,Acura,RLAutomatic
10995,2008,109628,Sneads Ferry, NC,JH4CL968X8C004796,Acura,TSX4dr
6790,2003,109564,Edgewater Park, NJ,19UYA42643A013259,Acura,CLType-S
14095,2007,109196,Round Rock, TX,5J8TB18227A017570,Acura,RDX4WD
14695,2009,108215,Charlotte, NC,5J8TB18539A001441,Acura,RDXAWD
6995,2002,107876,Fresno, CA,JH4DC53862C010569,Acura,RSXManual
14095,2008,107810,Lombard, IL,5J8TB18518A014588,Acura,RDX4WD
16794,2012,106445,Tempe, AZ,2HNYB1H40CH500647,Acura,ZDXAWD
19995,2013,105949,Seattle, WA,5J8TB4H51DL008192,Acura,RDXAWD
12995,2007,105806,Bakersfield, CA,5J8TB18267A009438,Acura,RDX4WD
10999,2009,105013,Westport, CT,2HNYD28299H513579,Acura,MDXAWD
11300,2010,103976,Carmel, IN,2HNYD2H20AH504273,Acura,MDXAWD
10900,2009,102862,Philadelphia, PA,JH4KB26649C000054,Acura,RL4dr
8995,2004,102459,Buena Park, CA,JH4CL96814C009590,Acura,TSXAutomatic
12491,2012,102426,Kennesaw, GA,JH4CU2F45CC000388,Acura,TSXAutomatic
5995,2002,102260,Vernon, CT,2HNYD18852H507167,Acura,MDX4WD
5675,2003,101432,Hasbrouck Heights, NJ,JH4KA96533C001125,Acura,RLAutomatic
14695,2012,100018,Live Oak, TX,JH4CU2F66CC026547,Acura,TSXAutomatic
9995,2008,99705,Vernon, CT,JH4KB16628C004130,Acura,RL4dr
9989,2009,99687,Atlanta, GA,JH4CU26669C033474,Acura,TSX4dr
18990,2014,99389,Morrisville, NC,5J8TB4H56EL013602,Acura,RDXAWD
15695,2009,99376,Houston, TX,5J8TB18529A001804,Acura,RDXAWD
7595,2005,99258,Allentown, PA,JH4KB16505C000581,Acura,RLAutomatic
12822,2010,99063,Peoria, AZ,JH4KB2F68AC002796,Acura,RL4dr
11857,2007,98861,Clearwater, FL,2HNYD28387H542562,Acura,MDX4WD
10987,2007,98844,Columbus, OH,2HNYD28827H002863,Acura,MDX4WD
9250,2006,98746,Falls Church, VA,2HNYD18246H548519,Acura,MDX4WD
10988,2007,98563,Winston-Salem, NC,JH4KB16577C002444,Acura,RL4dr
19290,2013,97903,Fairfield, OH,5J8TB4H56DL011251,Acura,RDXAWD
5839,2002,97765,Honolulu, HI,2HNYD18622H000371,Acura,MDX4WD
20000,2014,97763,Merriam, KS,5J8TB4H50EL009173,Acura,RDXAWD
12800,2009,97495,Tulsa, OK,JH4KB26609C000651,Acura,RL4dr
7995,2006,97457,Akron, OH,JH4KB16576C010283,Acura,RLAutomatic
10995,2009,97374,Metairie, LA,JH4CU25699C009008,Acura,TSX4dr
6421,2003,97171,Rockville, MD,JH4KA96623C002632,Acura,RLAutomatic
7995,2002,96789,Fontana, CA,JH4DC54822C003102,Acura,RSXAutomatic
9886,2006,96572,Schaumburg, IL,2HNYD18876H524039,Acura,MDX4WD
7985,2004,96375,Philadelphia, PA,2HNYD18274H551010,Acura,MDX4WD
13987,2009,96343,Roseville, CA,JH4CU26659C027066,Acura,TSX4dr
12995,2008,95952,Omaha, NE,2HNYD28478H529697,Acura,MDX4WD
11900,2006,95530,Orlando, FL,JH4DC53026S014480,Acura,RSXType-S
10792,2010,95415,Tampa, FL,JH4CU2F62AC018376,Acura,TSX4dr
8995,2007,94428,Lumberton, NJ,JH4CL96877C018833,Acura,TSX4dr
20188,2014,93989,Fort Worth, TX,5J8TB3H54EL007498,Acura,RDXFWD
4495,1998,93969,Danbury, CT,19UYA2251WL010730,Acura,CLAutomatic
20977,2013,93889,Merriam, KS,5J8TB4H50DL000259,Acura,RDXAWD
8700,2005,93244,North Hollywood, CA,JH4KB16585C017726,Acura,RLAutomatic
8944,2006,92940,WESLEY CHAPEL, FL,2HNYD18816H503834,Acura,MDX4WD
19991,2013,92734,Vancouver, WA,5J8TB4H59DL006206,Acura,RDXAWD
11250,2008,92680,Franklin Square, NY,2HNYD28258H528501,Acura,MDX4WD
19982,2013,92579,Logan, UT,5J8TB4H58DL012384,Acura,RDXAWD
14446,2012,92344,Langhorne, PA,19UUA8F58CA007794,Acura,TL2WD
19990,2013,91997,Overland Park, KS,5J8TB4H3XDL016855,Acura,RDXAWD
11995,2008,91799,Honolulu, HI,19UUA66278A012700,Acura,TL4dr
14995,2011,91667,Fresno, CA,JH4CU2F63BC006951,Acura,TSX4dr
11980,2008,91447,Woodlands, TX,JH4KB16638C004038,Acura,RL4dr
8990,2005,91038,Addison, IL,JH4KB16515C003635,Acura,RLAutomatic
17777,2015,90970,Chantilly, VA,19UUB1F55FA002920,Acura,TLXFWD
20599,2014,90925,Centennial, CO,5J8TB4H58EL000902,Acura,RDXAWD
20000,2014,90645,Glendale, WI,5J8TB4H53EL001150,Acura,RDXAWD
12995,2010,90639,Manassas, VA,JH4KB2F60AC002162,Acura,RL4dr
17995,2010,89637,Lawrenceville, GA,5J8TB2H22AA002919,Acura,RDXFWD
11975,2009,88511,South River, NJ,2HNYD28239H514811,Acura,MDXACURA
5559,2000,88386,Akron, OH,JH4KA9658YC016100,Acura,RLAutomatic
10997,2008,88365,Everett, WA,JH4KB16538C001230,Acura,RL4dr
17500,2010,88320,Tempe, AZ,2HNYB1H42AH501361,Acura,ZDXAWD
8999,2005,88189,Norcross, GA,JH4KB16565C003016,Acura,RLAutomatic
8995,2005,87349,Springfield, NJ,2HNYD18605H538023,Acura,MDX4WD
11543,2008,87199,West Chester, PA,JH4KB16688C003855,Acura,RL4dr
17500,2011,87186,Tulsa, OK,2HNYB1H42BH500177,Acura,ZDXAWD
20648,2014,86863,Greensboro, NC,5J8TB3H51EL004400,Acura,RDXFWD
11990,2007,86478,Vista, CA,JH4CL96887C021191,Acura,TSX4dr
12690,2008,86266,Columbus, GA,JH4KB16598C001216,Acura,RL4dr
10150,2007,85975,Bronx, NY,JH4KB166X7C004083,Acura,RL4dr
9995,2006,85932,Marietta, GA,2HNYD18836H523003,Acura,MDX4WD
15940,2012,85673,FONTANA, CA,JH4CU2F69CC012156,Acura,TSXAutomatic
10991,2007,85061,RICHLAND, WA,2HNYD28207H530266,Acura,MDX4WD
13500,2011,84922,Macomb, MI,2HNYD2H26BH530149,Acura,MDXAWD
15500,2012,84872,Sacramento, CA,JH4CU2F40CC006910,Acura,TSXAutomatic
11492,2010,84359,Tampa, FL,JH4CU2F67AC009110,Acura,TSX4dr
12995,2010,84158,Charlotte, NC,JH4KB2F60AC002193,Acura,RL4dr
12255,2008,84124,Milford, CT,JH4KB16628C001972,Acura,RL4dr
20503,2015,83735,Macon, GA,19UUB2F51FA010731,Acura,TLXFWD
11999,2010,83164,Inwood, NY,2HNYD2H22AH503027,Acura,MDXAWD
19984,2013,82752,Frisco, TX,5J8TB4H59DL017951,Acura,RDXAWD
19388,2013,82660,Mt. Juliet, TN,5J8TB3H55DL017293,Acura,RDXwith
19995,2014,82570,Philadelphia, PA,5J8TB4H51EL015421,Acura,RDXAWD
15000,2010,82353,Lees Summit, MO,JH4KB2F65AC001914,Acura,RL4dr
8844,2005,82217,Chantilly, VA,19UUA66235A020529,Acura,TLAutomatic
19981,2015,80979,Oconomowoc, WI,19UUB2F59FA007849,Acura,TLXFWD
20888,2015,80425,Tracy, CA,5J8TB4H37FL013821,Acura,RDXAWD
8991,2006,79277,Coconut Creek, FL,JH4CL96856C031367,Acura,TSXAutomatic
12000,2010,79183,Naperville, IL,JH4CU2F64AC026317,Acura,TSX4dr
19495,2015,78430,Wappingers Falls, NY,19UUB1F51FA008584,Acura,TLXFWD
19986,2014,78038,Southborogh, MA,5J8TB4H59EL010872,Acura,RDXAWD
12299,2009,77983,Knoxville, TN,JH4CU26619C000107,Acura,TSX4dr
7977,2002,77434,Lilburn, GA,JH4KA96572C015480,Acura,RLAutomatic
13695,2009,77190,Los Angeles, CA,JH4KB26639C001762,Acura,RL4dr
11850,2009,76528,Alexandria, VA,JH4CU26679C006834,Acura,TSX4dr
9900,2002,76215,Medina, MN,JH4DC53012C025586,Acura,RSXType-S
12900,2008,76000,Little Rock, AR,JH4CL96808C014608,Acura,TSX4dr
12986,2007,75317,Sanford, FL,19UUA76567A042740,Acura,TL4dr
20933,2014,75218,Strasburg, PA,5J8TB4H57EL001264,Acura,RDXAWD
19577,2015,74568,Cincinnati, OH,19UUB1F39FA011909,Acura,TLXFWD
18979,2012,74441,Gresham, OR,JH4CU2F88CC003742,Acura,TSXAutomatic
10590,2006,74219,Newport, RI,JH4KB16566C006984,Acura,RLAutomatic
10500,2005,73754,Midwest City, OK,2HNYD18265H553008,Acura,MDX4WD
21900,2014,73603,Seekonk, MA,5J8TB4H53EL018062,Acura,RDXAWD
21988,2013,73145,Portland, OR,5J8TB4H30DL007565,Acura,RDXAWD
20875,2012,73076,Buford, GA,2HNYB1H43CH500495,Acura,ZDXAWD
17799,2013,72931,Brazil, IN,JH4CU2F83DC002886,Acura,TSXSpecial
20800,2015,72500,Tulsa, OK,19UUB1F58FA000885,Acura,TLXFWD
20998,2015,72299,Hingham, MA,19UUB1F55FA002836,Acura,TLXFWD
21999,2015,71969,Broomall, PA,19UUB3F56FA002274,Acura,TLXSH-AWD
21490,2014,71957,Shrewsbury, NJ,5J8TB4H59EL019460,Acura,RDXAWD
22208,2014,71870,Oklahoma City, OK,5J8TB3H57EL005390,Acura,RDXFWD
12495,2008,71532,Virginia Beach, VA,JH4KB16618C005026,Acura,RL4dr
14443,2009,70054,Arlington Heights, IL,JH4CU26639C036820,Acura,TSX4dr
19990,2015,69951,Jacksonville, FL,19UUB1F39FA006564,Acura,TLXFWD
11875,2006,69804,Newtown, PA,2HNYD18246H500034,Acura,MDX4WD
23888,2015,69640,Alcoa, TN,5J8TB4H55FL013947,Acura,RDXAWD
14997,2011,69399,San Antonio, TX,19UUA8F20BA002707,Acura,TL4dr
21995,2014,69354,Alcoa, TN,5J8TB3H34EL002588,Acura,RDXFWD
14888,2010,69325,West Islip, NY,JH4KB2F62AC000526,Acura,RL4dr
9995,2005,69221,Manassas, VA,JH4KB16505C014397,Acura,RLAutomatic
22998,2014,68403,Roswell, GA,5J8TB3H33EL010035,Acura,RDXFWD
24890,2013,67979,Woodside, NY,19UUA9E57DA005642,Acura,TLSH-AWD
19786,2011,67979,Waukesha, WI,5J8TB1H29BA008227,Acura,RDXAWD
20988,2012,67752,Portland, OR,5J8TB1H58CA003175,Acura,RDXAWD
22991,2013,67748,Albuquerque, NM,5J8TB4H33DL011125,Acura,RDXAWD
8900,2005,67474,Bloomingdale, NJ,19UUA66295A004903,Acura,TLAutomatic
12888,2014,67101,Dallas, TX,19VDE1F36EE012963,Acura,ILX5-Speed
22000,2014,67000,Reading, PA,5J8TB4H54EL009886,Acura,RDXAWD
22495,2015,66923,Mundelein, IL,5J8TB4H58FL005194,Acura,RDXAWD
20619,2013,66815,DANBURY, CT,5J8TB4H50DL003209,Acura,RDXAWD
22599,2013,66769,Verona, NJ,5J8TB4H30DL000809,Acura,RDXAWD
22807,2014,66548,Savannah, GA,5J8TB3H57EL004823,Acura,RDXFWD
19490,2015,66180,Roswell, GA,19UUB2F39FA006554,Acura,TLXFWD
10995,2006,66155,Hayward, CA,JH4KB16566C011604,Acura,RLAutomatic
21494,2013,66148,Wait Park, MN,5J8TB4H51DL015482,Acura,RDXAWD
14947,2010,66084,North Huntingdon, PA,JH4KB2F69AC000023,Acura,RL4dr
19727,2010,65881,Boerne, TX,2HNYB1H47AH503896,Acura,ZDXAWD
20995,2015,65794,Nashville, TN,19UUB2F55FA004480,Acura,TLXFWD
21515,2014,65469,Avondale, AZ,5J8TB3H51EL002145,Acura,RDXFWD
24271,2015,65424,RICHFIELD, MN,5J8TB4H51FL004145,Acura,RDXAWD
23370,2015,65367,Fredericksburg, VA,5J8TB4H55FL001412,Acura,RDXAWD
20600,2013,65313,Roswell, GA,5J8TB4H36DL002564,Acura,RDXAWD
14495,2012,65105,Warrenton, MO,JH4CU2F4XCC026002,Acura,TSXAutomatic
17590,2013,64734,Centennial, CO,19VDE1F54DE007387,Acura,ILX5-Speed
21129,2015,64247,Snellville, GA,19UUB1F58FA002328,Acura,TLXFWD
23939,2014,63942,Hoffman Estates, IL,5J8TB4H5XEL020908,Acura,RDXAWD
22800,2014,63838,Westmont, IL,5J8TB4H50EL005835,Acura,RDXAWD
23995,2015,63033,Louisville, KY,5J8TB4H52FL016059,Acura,RDXAWD
22430,2015,63017,Buford, GA,5J8TB4H5XFL020411,Acura,RDXAWD
21981,2014,62793,North Canton, OH,5J8TB4H57EL012457,Acura,RDXAWD
19990,2015,62201,Baltimore, MD,19UUB2F5XFA001235,Acura,TLXFWD
23695,2015,62190,Batavia, OH,5J8TB4H55FL027007,Acura,RDXAWD
19995,2010,62157,Greenville, TX,2HNYB1H66AH503342,Acura,ZDXAWD
13211,2008,61080,Nashville, TN,JH4KB16618C000957,Acura,RL4dr
15999,2006,61042,Auburn, CA,JH4DC53026S008680,Acura,RSXType-S
18992,2013,60965,Wappingers Falls, NY,JH4CU2F65DC009238,Acura,TSX5-Speed
22995,2014,60912,E. Providence, RI,5J8TB4H39EL000132,Acura,RDXAWD
17942,2013,60849,Port Orchard, WA,19UUA8F59DA009040,Acura,TLwith
21995,2013,60701,Frazer, PA,5J8TB4H5XDL011785,Acura,RDXAWD
15737,2014,60648,Fremont, CA,19VDE1F39EE010897,Acura,ILX5-Speed
20986,2015,60469,Sanford, FL,19UUB1F3XFA005410,Acura,TLXFWD
23294,2014,60218,Silver Spring, MD,5J8TB4H57EL007582,Acura,RDXAWD
20669,2013,60184,Phoenix, AZ,5J8TB4H52DL024630,Acura,RDXAWD
21496,2014,60149,Sanford, NC,5J8TB3H52EL010402,Acura,RDXFWD
14997,2010,60048,Oregon City, OR,JH4CU4F41AC002289,Acura,TSX4dr
19990,2015,59900,Baltimore, MD,19UUB2F51FA007084,Acura,TLXFWD
19000,2012,59754,Wilmington, NC,JH4CW2H67CC004693,Acura,TSX
22000,2015,58868,Grove City, OH,19UUB2F72FA003997,Acura,TLXFWD
21999,2015,58360,Jamaica, NY,19UUB2F53FA001965,Acura,TLXFWD
23994,2015,58273,Henderson, NV,5J8TB4H39FL017322,Acura,RDXAWD
23975,2015,58224,Temple Hills, MD,5J8TB4H53FL004549,Acura,RDXAWD
23988,2013,57060,Bellevue, WA,5J8TB4H59DL006545,Acura,RDXAWD
21995,2015,57059,Bronx, NY,19UUB3F5XFA000611,Acura,TLXSH-AWD
21551,2013,57023,Palo Alto, CA,5J8TB3H58DL009687,Acura,RDXwith
21500,2015,56941,Canton, MA,19UUB2F56FA002088,Acura,TLXFWD
24990,2015,56520,Chapel Hill, NC,5J8TB3H52FL000714,Acura,RDXFWD
12999,2006,56097,Parker, CO,JH4KB16536C004478,Acura,RLAutomatic
21950,2015,54910,Chapel Hill, NC,19UUB1F36FA010085,Acura,TLXFWD
16500,2014,54893,Naperville, IL,19VDE1F55EE007786,Acura,ILX5-Speed
26000,2015,54828,Tulsa, OK,5J8TB4H54FL003006,Acura,RDXAWD
24300,2015,54800,Fairfield, Oh,5J8TB4H39FL002383,Acura,RDXAWD
24995,2015,54796,Houston, TX,5J8TB3H57FL016049,Acura,RDXFWD
16488,2013,54629,Matthews, NC,19VDE1F39DE022014,Acura,ILX5-Speed
25000,2014,54247,Colorado Springs, CO,5J8TB4H34EL022359,Acura,RDXAWD
20998,2015,54130,Freeport, NY,19UUB2F56FA002074,Acura,TLXFWD
25875,2015,54102,Manchester, MO,5J8TB4H52FL019589,Acura,RDXAWD
21835,2015,54082,Schererville, IN,19UUB2F30FA012937,Acura,TLXFWD
21500,2015,53948,Tallahassee, FL,19UUB2F53FA006132,Acura,TLXFWD
22988,2013,53839,Plano, TX,5J8TB4H37DL021303,Acura,RDXAWD
23898,2014,53794,Roswell, GA,5J8TB3H36EL011258,Acura,RDXFWD
21475,2015,53775,Sterling, VA,19UUB1F5XFA002248,Acura,TLXFWD
22691,2015,53525,Arlington, TX,19UUB1F56FA004689,Acura,TLXFWD
20495,2010,53501,Manassas, VA,2HNYB1H41AH501884,Acura,ZDXAWD
16122,2014,53330,Sanford, FL,JH4CU2F45EC000667,Acura,TSX5-Speed
22995,2015,53313,Brentwood, TN,19UUB1F54FA008045,Acura,TLXFWD
24877,2015,53115,Palmer, MA,5J8TB4H54FL010246,Acura,RDXAWD
20998,2015,52737,Perth Amboy, NJ,19UUB1F31FA004016,Acura,TLXFWD
4595,1999,52485,Houston, TX,JH4DC446XXS013298,Acura,IntegraGS
24580,2015,52190,Dallas, TX,5J8TB3H55FL005129,Acura,RDXFWD
20965,2015,51800,Corona, CA,19UUB1F3XFA008923,Acura,TLXFWD
21990,2013,51751,Emmaus, PA,5J8TB4H33DL019709,Acura,RDXAWD
24699,2015,51675,Northampton, MA,5J8TB4H55FL031400,Acura,RDXAWD
22997,2015,51351,North Miami, FL,5J8TB3H38FL009433,Acura,RDXFWD
22750,2015,51167,Citrus Heights, CA,19UUB2F37FA004849,Acura,TLXFWD
16655,2012,50913,Raleigh, NC,JH4CU2F60CC014636,Acura,TSXAutomatic
24471,2015,50785,Duluth, GA,5J8TB3H32FL005443,Acura,RDXFWD
23490,2015,50754,Sterling, VA,5J8TB4H38FL004304,Acura,RDXAWD
22839,2013,50697,Dallas, TX,5J8TB4H59DL011843,Acura,RDXAWD
21884,2015,50529,Belle Glade, FL,19UUB1F55FA007471,Acura,TLXFWD
23498,2013,50516,Brooklyn Center, MN,5J8TB4H5XDL006375,Acura,RDXAWD
17900,2014,50408,Ventura, CA,JH4CU2F49EC003099,Acura,TSX5-Speed
23500,2015,50360,Pompano Beach, FL,5J8TB3H52FL000583,Acura,RDXFWD
23995,2015,50131,Bronx, NY,5J8TB4H55FL003418,Acura,RDXAWD
22486,2015,50020,Brooklyn, NY,19UUB2F58FA009463,Acura,TLXFWD
18980,2013,50013,Burbank, IL,19UUA8F50DA014921,Acura,TLwith
24700,2015,49904,Westmont, IL,5J8TB4H35FL019388,Acura,RDXAWD
22977,2013,49723,Cincinnati, OH,5J8TB4H31DL023404,Acura,RDXAWD
22491,2015,49637,Bountiful, UT,19UUB1F5XFA001035,Acura,TLXFWD
23761,2015,49568,Duluth, GA,19UUB2F30FA010203,Acura,TLXFWD
15967,2010,49555,Livonia, MI,19UUA8F24AA004247,Acura,TL4dr
23997,2015,49404,Huntersville, NC,19UUB2F58FA003372,Acura,TLXFWD
24350,2015,49123,Salt Lake City, UT,19UUB3F58FA001174,Acura,TLXSH-AWD
23990,2015,49112,Columbus, GA,19UUB2F54FA017219,Acura,TLXFWD
23786,2015,49059,Waukesha, WI,19UUB3F50FA000441,Acura,TLXSH-AWD
23297,2014,48975,Las Vegas, NV,5J8TB4H56EL017410,Acura,RDXAWD
24988,2014,48969,Fremont, CA,5J8TB3H56EL001122,Acura,RDXFWD
23974,2015,48943,Woodbridge, VA,19UUB2F51FA003696,Acura,TLXFWD
19499,2013,48867,Fresno, CA,JH4CU2F86DC006933,Acura,TSXSpecial
25582,2015,48849,Arlington, TX,5J8TB4H50FL011135,Acura,RDXAWD
23498,2015,48800,Carrollton, TX,5J8TB4H31FL007013,Acura,RDXAWD
24250,2015,48779,Kennesaw, GA,5J8TB4H5XFL003639,Acura,RDXAWD
20890,2015,48637,Plano, TX,19UUB1F56FA006300,Acura,TLXFWD
23400,2015,48570,Houston, TX,19UUB2F53FA000878,Acura,TLXFWD
24728,2015,48470,Greensboro, NC,5J8TB4H36FL007671,Acura,RDXAWD
25969,2015,48463,Hoffman Estates, IL,5J8TB4H56FL001192,Acura,RDXAWD
23777,2014,48263,Port Richey, FL,5J8TB3H57EL010394,Acura,RDXFWD
22699,2015,48211,Raleigh, NC,19UUB2F32FA001177,Acura,TLXFWD
22900,2015,48072,Naperville, IL,19UUB1F3XFA001101,Acura,TLXFWD
5495,2002,48000,Grapevine, TX,19UUA56602A051701,Acura,TLAutomatic
24491,2015,47879,Clearwater, FL,5J8TB3H34FL009896,Acura,RDXFWD
22554,2013,47740,Palo Alto, CA,5J8TB3H53DL015199,Acura,RDXwith
24000,2014,47705,Naperville, IL,5J8TB4H53EL012794,Acura,RDXAWD
14881,2010,47655,Fremont, CA,JH4CU2F66AC043345,Acura,TSX4dr
23000,2015,47587,Woonsocket, RI,19UUB2F53FA015137,Acura,TLXFWD
21990,2015,47584,Plano, TX,19UUB2F3XFA003825,Acura,TLXFWD
23447,2014,47532,Buffalo Grove, IL,5J8TB4H57EL020171,Acura,RDXAWD
23755,2014,47488,Plano, TX,5J8TB3H38EL002321,Acura,RDXFWD
